Export_Amount,Transformer_Utilisation,Max_Feeder_Util,Customer_Voltages
10.0,15.35846073349791,31.199930570472958,"Any[235.2749738720219, 208.25765508366982, 28.002569096153586, 235.34085635449685, 208.44117656694615, 28.006076872827038, 235.4097998319013, 208.66273179512936, 28.013643953385316, 235.48325378752168, 208.88826115099224, 28.02114589026241, 235.55966148358647, 209.12767995018444, 28.033317594993253, 235.65144871746114, 209.3714484056005, 28.045293051839135, 235.77283805155358, 209.6293506975137, 28.057530027680016, 235.69559531299157, 209.89268094309764, 28.07302813890829, 235.64568017830575, 210.1673896695597, 28.065799380552395, 235.60456238593568, 210.48145757409168, 28.06313044814892, 235.56969497883125, 210.61916856422843, 28.06185259110897, 235.54432295663636, 210.58045158858974, 28.061292724676488, 235.51919297359936, 210.5736899457465, 28.0607521758335, 235.51506101763223, 235.31730485625548, 208.28347362225065, 28.032182287448432, 235.52460142747825, 208.50253536469447, 28.097965394477953, 235.73441457317844, 208.73047943431675, 28.14264049777186, 235.95426530146622, 208.9607449294001, 28.16633129968078, 236.1897653207701, 209.24627221964062, 28.195635599643158, 236.4531118319094, 209.31433850160192, 28.228015794207124, 236.5505601102479, 209.41204944435876, 28.23941459155874, 236.47557838863779, 209.51863137292128, 28.229744122578285, 236.42762650211802, 209.6398091106528, 28.224186409136703, 236.39315508771563, 209.766638749768, 28.218837618155273, 236.36530115692545, 209.9050065650709, 28.214998172273475, 236.34736035397444, 210.04629054005434, 28.21228898481664, 236.33854268304756, 210.22996889193416, 28.2108349597315, 236.32925874629322, 235.3243804976692, 208.0813404698741, 27.978138855812134, 235.53808543621494, 207.99063250978168, 27.985377392484104, 235.78203997832793, 207.90350167589045, 27.967364693304894, 235.8329184262138, 207.81802680649406, 27.953367541678016, 235.9280368699819, 207.74120256253272, 27.939773640105454, 236.06272316675756, 207.7032700803117, 27.92870682283255, 236.00587200118972, 207.65976876910204, 27.923214066275182, 235.9763177219993, 207.6372810580429, 27.917891053579865, 235.9471639740961, 207.61301562168865, 27.91447448099944, 235.92202745331264, 207.5952729019608, 27.912431292685284, 235.89834525355326, 207.58978045445343, 27.911642425254048, 235.887035368001]"
